GeneID	LOC	DCAR	Source
108224504	LOC108224504	DCAR_022852	NCBI Gene ESummary
108224505	LOC108224505	DCAR_0626600	NCBI Gene ESummary
108224506	LOC108224506	DCAR_0626309	NCBI Gene ESummary
108224507	LOC108224507	DCAR_022449	NCBI Gene ESummary
108224508	LOC108224508	DCAR_020011	NCBI Gene ESummary
108224509	LOC108224509	DCAR_022813	NCBI Gene ESummary
108224510	LOC108224510	DCAR_022352	NCBI Gene ESummary
108224511	LOC108224511	DCAR_021135	NCBI Gene ESummary
108224513	LOC108224513	DCAR_022489	NCBI Gene ESummary
108224514	LOC108224514	DCAR_020618	NCBI Gene ESummary
108224515	LOC108224515	DCAR_020960	NCBI Gene ESummary
108224516	LOC108224516	DCAR_022142	NCBI Gene ESummary
108224517	LOC108224517	DCAR_020413	NCBI Gene ESummary
108224519	LOC108224519	DCAR_022854	NCBI Gene ESummary
108224520	LOC108224520	DCAR_004352	NCBI Gene ESummary
108224521	LOC108224521	DCAR_022611	NCBI Gene ESummary
108224522	LOC108224522	DCAR_0624374	NCBI Gene ESummary
108224523	LOC108224523	DCAR_022094	NCBI Gene ESummary
108224524	LOC108224524	DCAR_020876	NCBI Gene ESummary
108224525	LOC108224525	DCAR_0626551	NCBI Gene ESummary
108224526	LOC108224526	DCAR_0623012	NCBI Gene ESummary
108224527	LOC108224527	DCAR_002212	NCBI Gene ESummary
108224528	LOC108224528	DCAR_004453	NCBI Gene ESummary
108224529	LOC108224529	DCAR_0623011	NCBI Gene ESummary
108224530	LOC108224530	DCAR_0625074	NCBI Gene ESummary
108224531	LOC108224531	DCAR_020122	NCBI Gene ESummary
108224532	LOC108224532	DCAR_020540	NCBI Gene ESummary
108224533	LOC108224533	DCAR_020398	NCBI Gene ESummary
108224534	LOC108224534	DCAR_020804	NCBI Gene ESummary
108224535	LOC108224535	DCAR_021722	NCBI Gene ESummary
108224536	LOC108224536	DCAR_022831	NCBI Gene ESummary
108224537	LOC108224537	DCAR_021598	NCBI Gene ESummary
108224539	LOC108224539	DCAR_0626599	NCBI Gene ESummary
108224540	LOC108224540	DCAR_020295	NCBI Gene ESummary
108224541	LOC108224541	DCAR_021739	NCBI Gene ESummary
108224542	LOC108224542	DCAR_0104689	NCBI Gene ESummary
108224543	LOC108224543	DCAR_020355	NCBI Gene ESummary
108224544	LOC108224544	DCAR_020338	NCBI Gene ESummary
108224545	LOC108224545	DCAR_0625701	NCBI Gene ESummary
108224546	LOC108224546	DCAR_022607	NCBI Gene ESummary
108224547	LOC108224547	DCAR_020180	NCBI Gene ESummary
108224548	LOC108224548	DCAR_021284	NCBI Gene ESummary
108224549	LOC108224549	DCAR_004355	NCBI Gene ESummary
108224550	LOC108224550	DCAR_0625025	NCBI Gene ESummary
108224551	LOC108224551	DCAR_0624886	NCBI Gene ESummary
108224552	LOC108224552	DCAR_021400	NCBI Gene ESummary
108224553	LOC108224553	DCAR_020592	NCBI Gene ESummary
108224554	LOC108224554	DCAR_0625768	NCBI Gene ESummary
108224555	LOC108224555	DCAR_0624347	NCBI Gene ESummary
108224556	LOC108224556	DCAR_022602	NCBI Gene ESummary
108224557	LOC108224557	DCAR_004361	NCBI Gene ESummary
108224558	LOC108224558	DCAR_023198	NCBI Gene ESummary
108224559	LOC108224559	DCAR_021544	NCBI Gene ESummary
108224560	LOC108224560	DCAR_021478	NCBI Gene ESummary
108224561	LOC108224561	DCAR_021166	NCBI Gene ESummary
108224562	LOC108224562	DCAR_020323	NCBI Gene ESummary
108224563	LOC108224563	DCAR_021149	NCBI Gene ESummary
108224564	LOC108224564	DCAR_021148	NCBI Gene ESummary
108224565	LOC108224565	DCAR_021871	NCBI Gene ESummary
108224567	LOC108224567	DCAR_021011	NCBI Gene ESummary
108224568	LOC108224568	DCAR_021012	NCBI Gene ESummary
108224569	LOC108224569	DCAR_020948	NCBI Gene ESummary
108224570	LOC108224570	DCAR_020742	NCBI Gene ESummary
108224571	LOC108224571	DCAR_021943	NCBI Gene ESummary
108224572	LOC108224572	DCAR_021524	NCBI Gene ESummary
108224573	LOC108224573	DCAR_021058	NCBI Gene ESummary
108224574	LOC108224574	DCAR_020138	NCBI Gene ESummary
108224575	LOC108224575	DCAR_0104713	NCBI Gene ESummary
108224576	LOC108224576	DCAR_020354	NCBI Gene ESummary
108224577	LOC108224577	DCAR_021906	NCBI Gene ESummary
108224578	LOC108224578	DCAR_019920	NCBI Gene ESummary
108224579	LOC108224579	DCAR_021476	NCBI Gene ESummary
108224580	LOC108224580	DCAR_021964	NCBI Gene ESummary
108224581	LOC108224581	DCAR_022469	NCBI Gene ESummary
108224583	LOC108224583	DCAR_022467	NCBI Gene ESummary
108224585	LOC108224585	DCAR_0622971	NCBI Gene ESummary
108224586	LOC108224586	DCAR_023050	NCBI Gene ESummary
108224587	LOC108224587	DCAR_022479	NCBI Gene ESummary
108224588	LOC108224588	DCAR_022597	NCBI Gene ESummary
108224589	LOC108224589	DCAR_022341	NCBI Gene ESummary
108224590	LOC108224590	DCAR_022340	NCBI Gene ESummary
108224592	LOC108224592	DCAR_022531	NCBI Gene ESummary
108224594	LOC108224594	DCAR_020243	NCBI Gene ESummary
108224595	LOC108224595	DCAR_022957	NCBI Gene ESummary
108224596	LOC108224596	DCAR_020620	NCBI Gene ESummary
108224597	LOC108224597	DCAR_021715	NCBI Gene ESummary
108224599	LOC108224599	DCAR_020056	NCBI Gene ESummary
108224600	LOC108224600	DCAR_022859	NCBI Gene ESummary
108224601	LOC108224601	DCAR_020166	NCBI Gene ESummary
108224602	LOC108224602	DCAR_022954	NCBI Gene ESummary
108224603	LOC108224603	DCAR_020037	NCBI Gene ESummary
108224604	LOC108224604	DCAR_020690	NCBI Gene ESummary
108224605	LOC108224605	DCAR_022577	NCBI Gene ESummary
108224607	LOC108224607	DCAR_021616	NCBI Gene ESummary
108224608	LOC108224608	DCAR_021584	NCBI Gene ESummary
108224609	LOC108224609	DCAR_021327	NCBI Gene ESummary
108224610	LOC108224610	DCAR_021328	NCBI Gene ESummary
108224611	LOC108224611	DCAR_022533	NCBI Gene ESummary
108224612	LOC108224612	DCAR_022150	NCBI Gene ESummary
108224613	LOC108224613	DCAR_002611	NCBI Gene ESummary
108224614	LOC108224614	DCAR_022953	NCBI Gene ESummary
108224615	LOC108224615	DCAR_021873	NCBI Gene ESummary
108224616	LOC108224616	DCAR_022985	NCBI Gene ESummary
108224617	LOC108224617	DCAR_0104718	NCBI Gene ESummary
108224618	LOC108224618	DCAR_020145	NCBI Gene ESummary
108224619	LOC108224619	DCAR_023200	NCBI Gene ESummary
108224620	LOC108224620	DCAR_023199	NCBI Gene ESummary
108224622	LOC108224622	DCAR_020881	NCBI Gene ESummary
108224623	LOC108224623	DCAR_022783	NCBI Gene ESummary
108224624	LOC108224624	DCAR_022781	NCBI Gene ESummary
108224625	LOC108224625	DCAR_0623127	NCBI Gene ESummary
108224626	LOC108224626	DCAR_020616	NCBI Gene ESummary
108224627	LOC108224627	DCAR_020221	NCBI Gene ESummary
108224629	LOC108224629	DCAR_021578	NCBI Gene ESummary
108224630	LOC108224630	DCAR_021577	NCBI Gene ESummary
108224631	LOC108224631	DCAR_022958	NCBI Gene ESummary
108224632	LOC108224632	DCAR_023101	NCBI Gene ESummary
108224633	LOC108224633	DCAR_021429	NCBI Gene ESummary
108224634	LOC108224634	DCAR_020351	NCBI Gene ESummary
108224635	LOC108224635	DCAR_020352	NCBI Gene ESummary
108224636	LOC108224636	DCAR_0104719	NCBI Gene ESummary
108224637	LOC108224637	DCAR_022841	NCBI Gene ESummary
108224638	LOC108224638	DCAR_0626443	NCBI Gene ESummary
108224639	LOC108224639	DCAR_020552	NCBI Gene ESummary
108224640	LOC108224640	DCAR_019813	NCBI Gene ESummary
108224641	LOC108224641	DCAR_020524	NCBI Gene ESummary
108224642	LOC108224642	DCAR_020789	NCBI Gene ESummary
108224643	LOC108224643	DCAR_021366	NCBI Gene ESummary
108224644	LOC108224644	DCAR_004374	NCBI Gene ESummary
108224645	LOC108224645	DCAR_0623758	NCBI Gene ESummary
108224646	LOC108224646	DCAR_022324	NCBI Gene ESummary
108224647	LOC108224647	DCAR_0623574	NCBI Gene ESummary
108224648	LOC108224648	DCAR_021855	NCBI Gene ESummary
108224649	LOC108224649	DCAR_020501	NCBI Gene ESummary
108224651	LOC108224651	DCAR_022701	NCBI Gene ESummary
108224652	LOC108224652	DCAR_019848	NCBI Gene ESummary
108224653	LOC108224653	DCAR_004375	NCBI Gene ESummary
108224654	LOC108224654	DCAR_021371	NCBI Gene ESummary
108224655	LOC108224655	DCAR_020050	NCBI Gene ESummary
108224657	LOC108224657	DCAR_020052	NCBI Gene ESummary
108224658	LOC108224658	DCAR_020029	NCBI Gene ESummary
108224659	LOC108224659	DCAR_019842	NCBI Gene ESummary
108224660	LOC108224660	DCAR_020580	NCBI Gene ESummary
108224661	LOC108224661	DCAR_022894	NCBI Gene ESummary
108224662	LOC108224662	DCAR_0104737	NCBI Gene ESummary
108224663	LOC108224663	DCAR_021350	NCBI Gene ESummary
108224664	LOC108224664	DCAR_020714	NCBI Gene ESummary
108224665	LOC108224665	DCAR_020826	NCBI Gene ESummary
108224666	LOC108224666	DCAR_020825	NCBI Gene ESummary
108224667	LOC108224667	DCAR_0625199	NCBI Gene ESummary
108224668	LOC108224668	DCAR_021619	NCBI Gene ESummary
108224669	LOC108224669	DCAR_0624718	NCBI Gene ESummary
108224670	LOC108224670	DCAR_020987	NCBI Gene ESummary
108224671	LOC108224671	DCAR_021753	NCBI Gene ESummary
108224673	LOC108224673	DCAR_004388	NCBI Gene ESummary
108224674	LOC108224674	DCAR_022891	NCBI Gene ESummary
108224675	LOC108224675	DCAR_021976	NCBI Gene ESummary
108224676	LOC108224676	DCAR_020241	NCBI Gene ESummary
108224677	LOC108224677	DCAR_021085	NCBI Gene ESummary
108224678	LOC108224678	DCAR_023233	NCBI Gene ESummary
108224679	LOC108224679	DCAR_019999	NCBI Gene ESummary
108224680	LOC108224680	DCAR_020001	NCBI Gene ESummary
108224681	LOC108224681	DCAR_022514	NCBI Gene ESummary
108224682	LOC108224682	DCAR_023218	NCBI Gene ESummary
108224684	LOC108224684	DCAR_021939	NCBI Gene ESummary
108224685	LOC108224685	DCAR_020367	NCBI Gene ESummary
108224686	LOC108224686	DCAR_022491	NCBI Gene ESummary
108224688	LOC108224688	DCAR_020952	NCBI Gene ESummary
108224689	LOC108224689	DCAR_0625011	NCBI Gene ESummary
108224690	LOC108224690	DCAR_023143	NCBI Gene ESummary
108224691	LOC108224691	DCAR_021264	NCBI Gene ESummary
108224692	LOC108224692	DCAR_020745	NCBI Gene ESummary
108224693	LOC108224693	DCAR_020928	NCBI Gene ESummary
108224694	LOC108224694	DCAR_022532	NCBI Gene ESummary
108224695	LOC108224695	DCAR_021691	NCBI Gene ESummary
108224696	LOC108224696	DCAR_021966	NCBI Gene ESummary
108224697	LOC108224697	DCAR_0624228	NCBI Gene ESummary
108224698	LOC108224698	DCAR_0624226	NCBI Gene ESummary
108224699	LOC108224699	DCAR_0624227	NCBI Gene ESummary
108224700	LOC108224700	DCAR_020808	NCBI Gene ESummary
108224701	LOC108224701	DCAR_020685	NCBI Gene ESummary
108224702	LOC108224702	DCAR_023120	NCBI Gene ESummary
108224703	LOC108224703	DCAR_023121	NCBI Gene ESummary
108224704	LOC108224704	DCAR_0104255	NCBI Gene ESummary
108224705	LOC108224705	DCAR_020186	NCBI Gene ESummary
108224706	LOC108224706	DCAR_023098	NCBI Gene ESummary
108224708	LOC108224708	DCAR_0623164	NCBI Gene ESummary
108224709	LOC108224709	DCAR_020047	NCBI Gene ESummary
108224710	LOC108224710	DCAR_020160	NCBI Gene ESummary
108224712	LOC108224712	DCAR_020933	NCBI Gene ESummary
108224713	LOC108224713	DCAR_020934	NCBI Gene ESummary
108224714	LOC108224714	DCAR_022488	NCBI Gene ESummary
108224715	LOC108224715	DCAR_021752	NCBI Gene ESummary
108224717	LOC108224717	DCAR_022180	NCBI Gene ESummary
108224718	LOC108224718	DCAR_020783	NCBI Gene ESummary
108224719	LOC108224719	DCAR_020143	NCBI Gene ESummary
108224720	LOC108224720	DCAR_021256	NCBI Gene ESummary
108224721	LOC108224721	DCAR_0104754	NCBI Gene ESummary
108224722	LOC108224722	DCAR_021214	NCBI Gene ESummary
108224723	LOC108224723	DCAR_021314	NCBI Gene ESummary
108224724	LOC108224724	DCAR_020489	NCBI Gene ESummary
108224725	LOC108224725	DCAR_021864	NCBI Gene ESummary
108224726	LOC108224726	DCAR_004398	NCBI Gene ESummary
108224727	LOC108224727	DCAR_020272	NCBI Gene ESummary
108224728	LOC108224728	DCAR_020645	NCBI Gene ESummary
108224729	LOC108224729	DCAR_020646	NCBI Gene ESummary
108224730	LOC108224730	DCAR_020126	NCBI Gene ESummary
108224731	LOC108224731	DCAR_020127	NCBI Gene ESummary
108224732	LOC108224732	DCAR_021361	NCBI Gene ESummary
108224733	LOC108224733	DCAR_021292	NCBI Gene ESummary
108224734	LOC108224734	DCAR_021041	NCBI Gene ESummary
108224735	LOC108224735	DCAR_004406	NCBI Gene ESummary
108224736	LOC108224736	DCAR_021293	NCBI Gene ESummary
108224737	LOC108224737	DCAR_022320	NCBI Gene ESummary
108224738	LOC108224738	DCAR_022432	NCBI Gene ESummary
108224740	LOC108224740	DCAR_021067	NCBI Gene ESummary
108224741	LOC108224741	DCAR_022871	NCBI Gene ESummary
108224742	LOC108224742	DCAR_004411	NCBI Gene ESummary
108224744	LOC108224744	DCAR_021170	NCBI Gene ESummary
108224745	LOC108224745	DCAR_020805	NCBI Gene ESummary
108224746	LOC108224746	DCAR_023004	NCBI Gene ESummary
108224747	LOC108224747	DCAR_021853	NCBI Gene ESummary
108224748	LOC108224748	DCAR_0624607	NCBI Gene ESummary
108224749	LOC108224749	DCAR_004412	NCBI Gene ESummary
108224750	LOC108224750	DCAR_0626437	NCBI Gene ESummary
108224751	LOC108224751	DCAR_0626411	NCBI Gene ESummary
108224752	LOC108224752	DCAR_0623157	NCBI Gene ESummary
108224753	LOC108224753	DCAR_021775	NCBI Gene ESummary
108224754	LOC108224754	DCAR_021798	NCBI Gene ESummary
108224755	LOC108224755	DCAR_021797	NCBI Gene ESummary
108224756	LOC108224756	DCAR_0625541	NCBI Gene ESummary
108224757	LOC108224757	DCAR_0623882	NCBI Gene ESummary
108224759	LOC108224759	DCAR_020206	NCBI Gene ESummary
108224760	LOC108224760	DCAR_022709	NCBI Gene ESummary
108224761	LOC108224761	DCAR_0623284	NCBI Gene ESummary
108224763	LOC108224763	DCAR_019988	NCBI Gene ESummary
108224764	LOC108224764	DCAR_021763	NCBI Gene ESummary
108224765	LOC108224765	DCAR_021374	NCBI Gene ESummary
108224766	LOC108224766	DCAR_0623099	NCBI Gene ESummary
108224768	LOC108224768	DCAR_022952	NCBI Gene ESummary
108224769	LOC108224769	DCAR_004415	NCBI Gene ESummary
108224770	LOC108224770	DCAR_020850	NCBI Gene ESummary
108224773	LOC108224773	DCAR_021147	NCBI Gene ESummary
108224775	LOC108224775	DCAR_020042	NCBI Gene ESummary
108224776	LOC108224776	DCAR_0626423	NCBI Gene ESummary
108224777	LOC108224777	DCAR_0623533	NCBI Gene ESummary
108224778	LOC108224778	DCAR_004416	NCBI Gene ESummary
108224779	LOC108224779	DCAR_022631	NCBI Gene ESummary
108224780	LOC108224780	DCAR_021485	NCBI Gene ESummary
108224781	LOC108224781	DCAR_0624775	NCBI Gene ESummary
108224782	LOC108224782	DCAR_021513	NCBI Gene ESummary
108224783	LOC108224783	DCAR_021733	NCBI Gene ESummary
108224784	LOC108224784	DCAR_021538	NCBI Gene ESummary
108224785	LOC108224785	DCAR_004238	NCBI Gene ESummary
108224786	LOC108224786	DCAR_023211	NCBI Gene ESummary
108224787	LOC108224787	DCAR_023212	NCBI Gene ESummary
108224788	LOC108224788	DCAR_0625369	NCBI Gene ESummary
108224789	LOC108224789	DCAR_004417	NCBI Gene ESummary
108224790	LOC108224790	DCAR_022510	NCBI Gene ESummary
108224791	LOC108224791	DCAR_021883	NCBI Gene ESummary
108224792	LOC108224792	DCAR_021922	NCBI Gene ESummary
108224793	LOC108224793	DCAR_021552	NCBI Gene ESummary
108224794	LOC108224794	DCAR_019930	NCBI Gene ESummary
108224795	LOC108224795	DCAR_020523	NCBI Gene ESummary
108224796	LOC108224796	DCAR_022096	NCBI Gene ESummary
108224797	LOC108224797	DCAR_0624786	NCBI Gene ESummary
108224798	LOC108224798	DCAR_020110	NCBI Gene ESummary
108224799	LOC108224799	DCAR_004419	NCBI Gene ESummary
108224800	LOC108224800	DCAR_019854	NCBI Gene ESummary
108224801	LOC108224801	DCAR_021953	NCBI Gene ESummary
108224802	LOC108224802	DCAR_022570	NCBI Gene ESummary
108224803	LOC108224803	DCAR_020172	NCBI Gene ESummary
108224804	LOC108224804	DCAR_022814	NCBI Gene ESummary
108224805	LOC108224805	DCAR_0625449	NCBI Gene ESummary
108224806	LOC108224806	DCAR_020813	NCBI Gene ESummary
108224807	LOC108224807	DCAR_004420	NCBI Gene ESummary
108224808	LOC108224808	DCAR_0626364	NCBI Gene ESummary
108224809	LOC108224809	DCAR_020728	NCBI Gene ESummary
108224810	LOC108224810	DCAR_022310	NCBI Gene ESummary
108224811	LOC108224811	DCAR_022191	NCBI Gene ESummary
108224812	LOC108224812	DCAR_021809	NCBI Gene ESummary
108224813	LOC108224813	DCAR_020545	NCBI Gene ESummary
108224814	LOC108224814	DCAR_022338	NCBI Gene ESummary
108224815	LOC108224815	DCAR_004422	NCBI Gene ESummary
108224817	LOC108224817	DCAR_021917	NCBI Gene ESummary
108224818	LOC108224818	DCAR_022910	NCBI Gene ESummary
108224819	LOC108224819	DCAR_022554	NCBI Gene ESummary
108224820	LOC108224820	DCAR_022440	NCBI Gene ESummary
108224821	LOC108224821	DCAR_021073	NCBI Gene ESummary
108224822	LOC108224822	DCAR_022632	NCBI Gene ESummary
108224823	LOC108224823	DCAR_023221	NCBI Gene ESummary
108224824	LOC108224824	DCAR_019918	NCBI Gene ESummary
108224825	LOC108224825	DCAR_021495	NCBI Gene ESummary
108224826	LOC108224826	DCAR_004431	NCBI Gene ESummary
108224827	LOC108224827	DCAR_0624746	NCBI Gene ESummary
108224828	LOC108224828	DCAR_023048	NCBI Gene ESummary
108224829	LOC108224829	DCAR_0622974	NCBI Gene ESummary
108224830	LOC108224830	DCAR_021493	NCBI Gene ESummary
108224831	LOC108224831	DCAR_021602	NCBI Gene ESummary
108224832	LOC108224832	DCAR_021545	NCBI Gene ESummary
108224833	LOC108224833	DCAR_022485	NCBI Gene ESummary
108224835	LOC108224835	DCAR_021686	NCBI Gene ESummary
108224836	LOC108224836	DCAR_023081	NCBI Gene ESummary
108224837	LOC108224837	DCAR_022857	NCBI Gene ESummary
108224838	LOC108224838	DCAR_020692	NCBI Gene ESummary
108224839	LOC108224839	DCAR_0624674	NCBI Gene ESummary
108224840	LOC108224840	DCAR_021694	NCBI Gene ESummary
108224841	LOC108224841	DCAR_020091	NCBI Gene ESummary
108224842	LOC108224842	DCAR_021659	NCBI Gene ESummary
108224843	LOC108224843	DCAR_0104842	NCBI Gene ESummary
108224844	LOC108224844	DCAR_021239	NCBI Gene ESummary
108224846	LOC108224846	DCAR_0626220	NCBI Gene ESummary
108224847	LOC108224847	DCAR_021229	NCBI Gene ESummary
108224848	LOC108224848	DCAR_021450	NCBI Gene ESummary
108224849	LOC108224849	DCAR_023109	NCBI Gene ESummary
108224850	LOC108224850	DCAR_020571	NCBI Gene ESummary
108224851	LOC108224851	DCAR_023003	NCBI Gene ESummary
108224852	LOC108224852	DCAR_004476	NCBI Gene ESummary
108224853	LOC108224853	DCAR_021737	NCBI Gene ESummary
108224854	LOC108224854	DCAR_022562	NCBI Gene ESummary
108224855	LOC108224855	DCAR_020510	NCBI Gene ESummary
108224856	LOC108224856	DCAR_020873	NCBI Gene ESummary
108224857	LOC108224857	DCAR_020642	NCBI Gene ESummary
108224858	LOC108224858	DCAR_020860	NCBI Gene ESummary
108224860	LOC108224860	DCAR_021849	NCBI Gene ESummary
108224861	LOC108224861	DCAR_021794	NCBI Gene ESummary
108224862	LOC108224862	DCAR_023217	NCBI Gene ESummary
108224863	LOC108224863	DCAR_020423	NCBI Gene ESummary
108224864	LOC108224864	DCAR_020291	NCBI Gene ESummary
108224865	LOC108224865	DCAR_021916	NCBI Gene ESummary
108224866	LOC108224866	DCAR_020009	NCBI Gene ESummary
108224868	LOC108224868	DCAR_021179	NCBI Gene ESummary
108224869	LOC108224869	DCAR_021138	NCBI Gene ESummary
108224871	LOC108224871	DCAR_020249	NCBI Gene ESummary
108224872	LOC108224872	DCAR_021300	NCBI Gene ESummary
108224873	LOC108224873	DCAR_0624441	NCBI Gene ESummary
108224875	LOC108224875	DCAR_0104544	NCBI Gene ESummary
108224876	LOC108224876	DCAR_0624840	NCBI Gene ESummary
108224877	LOC108224877	DCAR_019964	NCBI Gene ESummary
108224878	LOC108224878	DCAR_023207	NCBI Gene ESummary
108224879	LOC108224879	DCAR_0104888	NCBI Gene ESummary
108224880	LOC108224880	DCAR_021365	NCBI Gene ESummary
108224881	LOC108224881	DCAR_022702	NCBI Gene ESummary
108224882	LOC108224882	DCAR_022513	NCBI Gene ESummary
108224884	LOC108224884	DCAR_0623905	NCBI Gene ESummary
108224885	LOC108224885	DCAR_020100	NCBI Gene ESummary
108224886	LOC108224886	DCAR_004525	NCBI Gene ESummary
108224887	LOC108224887	DCAR_021308	NCBI Gene ESummary
108224888	LOC108224888	DCAR_0624615	NCBI Gene ESummary
108224889	LOC108224889	DCAR_0104897	NCBI Gene ESummary
108224890	LOC108224890	DCAR_022999	NCBI Gene ESummary
108224891	LOC108224891	DCAR_022998	NCBI Gene ESummary
108224892	LOC108224892	DCAR_020448	NCBI Gene ESummary
108224894	LOC108224894	DCAR_021705	NCBI Gene ESummary
108224895	LOC108224895	DCAR_0104898	NCBI Gene ESummary
108224896	LOC108224896	DCAR_019903	NCBI Gene ESummary
108224897	LOC108224897	DCAR_022273	NCBI Gene ESummary
108224898	LOC108224898	DCAR_021919	NCBI Gene ESummary
108224899	LOC108224899	DCAR_022454	NCBI Gene ESummary
108224900	LOC108224900	DCAR_022455	NCBI Gene ESummary
108224901	LOC108224901	DCAR_020335	NCBI Gene ESummary
108224903	LOC108224903	DCAR_0624995	NCBI Gene ESummary
108224904	LOC108224904	DCAR_022959	NCBI Gene ESummary
108224905	LOC108224905	DCAR_020612	NCBI Gene ESummary
108224907	LOC108224907	DCAR_022460	NCBI Gene ESummary
108224908	LOC108224908	DCAR_020004	NCBI Gene ESummary
108224909	LOC108224909	DCAR_021709	NCBI Gene ESummary
108224910	LOC108224910	DCAR_020066	NCBI Gene ESummary
108224911	LOC108224911	DCAR_020121	NCBI Gene ESummary
108224912	LOC108224912	DCAR_021280	NCBI Gene ESummary
108224913	LOC108224913	DCAR_023194	NCBI Gene ESummary
108224914	LOC108224914	DCAR_021153	NCBI Gene ESummary
108224915	LOC108224915	DCAR_019991	NCBI Gene ESummary
108224916	LOC108224916	DCAR_0104929	NCBI Gene ESummary
108224917	LOC108224917	DCAR_022462	NCBI Gene ESummary
108224918	LOC108224918	DCAR_023264	NCBI Gene ESummary
108224919	LOC108224919	DCAR_020590	NCBI Gene ESummary
108224920	LOC108224920	DCAR_021909	NCBI Gene ESummary
108224921	LOC108224921	DCAR_020482	NCBI Gene ESummary
108224922	LOC108224922	DCAR_021414	NCBI Gene ESummary
108224923	LOC108224923	DCAR_021394	NCBI Gene ESummary
108224924	LOC108224924	DCAR_023204	NCBI Gene ESummary
108224925	LOC108224925	DCAR_004553	NCBI Gene ESummary
108224926	LOC108224926	DCAR_021523	NCBI Gene ESummary
108224927	LOC108224927	DCAR_021066	NCBI Gene ESummary
108224928	LOC108224928	DCAR_019816	NCBI Gene ESummary
108224929	LOC108224929	DCAR_020094	NCBI Gene ESummary
108224930	LOC108224930	DCAR_020699	NCBI Gene ESummary
108224931	LOC108224931	DCAR_020018	NCBI Gene ESummary
108224932	LOC108224932	DCAR_022453	NCBI Gene ESummary
108224933	LOC108224933	DCAR_022955	NCBI Gene ESummary
108224934	LOC108224934	DCAR_020107	NCBI Gene ESummary
108224936	LOC108224936	DCAR_022927	NCBI Gene ESummary
108224937	LOC108224937	DCAR_022164	NCBI Gene ESummary
108224938	LOC108224938	DCAR_021506	NCBI Gene ESummary
108224940	LOC108224940	DCAR_020462	NCBI Gene ESummary
108224941	LOC108224941	DCAR_020254	NCBI Gene ESummary
108224943	LOC108224943	DCAR_023005	NCBI Gene ESummary
108224944	LOC108224944	DCAR_021447	NCBI Gene ESummary
108224945	LOC108224945	DCAR_0626345	NCBI Gene ESummary
108224946	LOC108224946	DCAR_020130	NCBI Gene ESummary
108224947	LOC108224947	DCAR_021949	NCBI Gene ESummary
108224949	LOC108224949	DCAR_021217	NCBI Gene ESummary
108224950	LOC108224950	DCAR_021200	NCBI Gene ESummary
108224951	LOC108224951	DCAR_019927	NCBI Gene ESummary
108224952	LOC108224952	DCAR_004561	NCBI Gene ESummary
108224953	LOC108224953	DCAR_021821	NCBI Gene ESummary
108224954	LOC108224954	DCAR_021499	NCBI Gene ESummary
108224955	LOC108224955	DCAR_0626571	NCBI Gene ESummary
108224956	LOC108224956	DCAR_023228	NCBI Gene ESummary
108224957	LOC108224957	DCAR_021683	NCBI Gene ESummary
108224958	LOC108224958	DCAR_002607	NCBI Gene ESummary
108224960	LOC108224960	DCAR_020576	NCBI Gene ESummary
108224961	LOC108224961	DCAR_004579	NCBI Gene ESummary
108224962	LOC108224962	DCAR_0624049	NCBI Gene ESummary
108224963	LOC108224963	DCAR_020732	NCBI Gene ESummary
108224965	LOC108224965	DCAR_023073	NCBI Gene ESummary
108224966	LOC108224966	DCAR_020709	NCBI Gene ESummary
108224967	LOC108224967	DCAR_0626387	NCBI Gene ESummary
108224968	LOC108224968	DCAR_0626693	NCBI Gene ESummary
108224969	LOC108224969	DCAR_004583	NCBI Gene ESummary
108224970	LOC108224970	DCAR_020967	NCBI Gene ESummary
108224972	LOC108224972	DCAR_021456	NCBI Gene ESummary
108224973	LOC108224973	DCAR_021842	NCBI Gene ESummary
108224974	LOC108224974	DCAR_019995	NCBI Gene ESummary
108224975	LOC108224975	DCAR_0626504	NCBI Gene ESummary
108224976	LOC108224976	DCAR_020725	NCBI Gene ESummary
108224977	LOC108224977	DCAR_020105	NCBI Gene ESummary
108224978	LOC108224978	DCAR_004593	NCBI Gene ESummary
108224979	LOC108224979	DCAR_020259	NCBI Gene ESummary
108224980	LOC108224980	DCAR_023047	NCBI Gene ESummary
108224981	LOC108224981	DCAR_021965	NCBI Gene ESummary
108224982	LOC108224982	DCAR_021207	NCBI Gene ESummary
108224983	LOC108224983	DCAR_020885	NCBI Gene ESummary
108224984	LOC108224984	DCAR_020248	NCBI Gene ESummary
108224985	LOC108224985	DCAR_022738	NCBI Gene ESummary
108224986	LOC108224986	DCAR_021745	NCBI Gene ESummary
108224987	LOC108224987	DCAR_0625562	NCBI Gene ESummary
108224989	LOC108224989	DCAR_021651	NCBI Gene ESummary
108224990	LOC108224990	DCAR_023159	NCBI Gene ESummary
108224991	LOC108224991	DCAR_020455	NCBI Gene ESummary
108224992	LOC108224992	DCAR_021850	NCBI Gene ESummary
108224993	LOC108224993	DCAR_022279	NCBI Gene ESummary
108224994	LOC108224994	DCAR_020530	NCBI Gene ESummary
108224995	LOC108224995	DCAR_020529	NCBI Gene ESummary
108224996	LOC108224996	DCAR_021931	NCBI Gene ESummary
108224997	LOC108224997	DCAR_004613	NCBI Gene ESummary
108224998	LOC108224998	DCAR_021930	NCBI Gene ESummary
